code,date,gap_rate,rise_2to1,rise_1to0,target_price,stop_price,reached,stopped,days_to_reach,min_low_pct,ma_arr,total_range,prev_range,high_pt,low_pt,cond1_hit,cond2_hit,cond3_hit,strategy_full
068270,20260102,4.31,-0.17,11.88,201400,169500,True,False,1.0,6.2,MA5>MA20>MA40>MA60>MA120,22000,2100,204600,174500,False,False,False,False
069620,20251103,2.87,1.98,2.94,148800,133300,True,False,5.0,-4.67,MA120>MA5>MA40>MA60>MA20,6800,3000,146500,134400,False,False,False,False
071050,20260123,2.04,3.27,4.93,221800,179600,True,False,4.0,1.0,MA5>MA20>MA60>MA40>MA120,10800,8600,204400,189700,False,False,False,False
071970,20251222,3.29,5.59,7.29,104500,76050,True,False,13.0,-6.04,MA60>MA40>MA5>MA20>MA120,10100,5100,96300,80200,False,False,False,False
072130,20251125,4.8,0.3,6.6,5345,4828,True,False,1.0,-4.77,MA120>MA60>MA40>MA20>MA5,335,85,5415,4975,False,False,False,False
075580,20251027,2.65,0.67,5.96,28600,21825,False,True,,-7.53,MA5>MA20>MA40>MA60>MA120,1450,1500,25500,23500,True,True,False,False
075580,20260109,2.05,1.01,7.42,22630,18195,False,True,,-11.56,MA60>MA5>MA40>MA120>MA20,1470,670,21070,19300,False,False,False,False
078930,20251110,2.55,0.59,11.79,61750,47000,True,False,8.0,6.9,MA5>MA20>MA40>MA120>MA60,6600,1850,58750,50850,False,False,False,False
079900,20251121,7.1,6.61,8.46,52100,41950,True,False,1.0,1.26,MA120>MA60>MA40>MA20>MA5,4100,2050,50150,44500,False,False,False,False
079900,20251212,3.33,0.84,5.83,53350,46000,False,False,,-6.65,MA120>MA5>MA20>MA60>MA40,3200,1200,52000,47400,False,False,False,False
079900,20260203,3.37,-0.4,29.96,72100,42025,False,False,,-10.46,MA5>MA20>MA40>MA120>MA60,15650,2300,67800,50500,True,False,False,False
084010,20260203,2.76,0.1,3.15,11560,10160,True,False,2.0,0.65,MA40>MA60>MA120>MA20>MA5,440,310,11130,10380,False,False,False,False
084670,20251120,20.17,29.99,29.94,16680,4700,True,False,2.0,10.62,MA5>MA120>MA60>MA40>MA20,4940,2150,14260,5780,False,False,False,False
085310,20251223,2.9,1.26,6.56,1366,1155,False,True,,-7.42,MA60>MA40>MA20>MA120>MA5,86,31,1315,1192,False,False,False,False
086280,20251204,2.71,0.3,3.88,179700,165850,True,False,1.0,-0.17,MA60>MA5>MA40>MA20>MA120,7100,2400,178900,168100,False,False,False,False
088350,20260123,2.03,0.47,7.33,3620,3050,True,False,1.0,7.34,MA5>MA20>MA120>MA40>MA60,260,70,3510,3190,False,False,False,False
091160,20260105,3.33,6.82,4.76,78955,57732,True,False,17.0,-1.81,MA5>MA20>MA40>MA60>MA120,7245,4165,72765,59870,False,False,False,False
091180,20251016,3.62,0.62,5.05,20410,18685,True,False,1.0,0.59,MA40>MA60>MA5>MA20>MA120,1168,224,20661,18699,False,False,False,False
092200,20251103,9.0,4.21,29.83,7060,3975,True,False,2.0,11.32,MA5>MA20>MA40>MA60>MA120,1630,310,6730,4690,False,False,False,False
092200,20251119,4.05,1.82,11.35,10110,5610,True,False,8.0,-2.65,MA5>MA20>MA40>MA60>MA120,840,940,7810,6810,True,True,False,False
092220,20260129,2.05,0.65,3.85,913,761,False,True,,-4.78,MA5>MA120>MA20>MA60>MA40,32,33,842,828,False,False,False,False
092780,20260116,16.64,29.98,29.98,9400,4080,True,False,1.0,11.44,MA5>MA20>MA120>MA40>MA60,2540,840,8730,4840,False,False,False,False
092780,20260119,2.66,29.98,6.84,11790,6405,False,True,,-24.57,MA5>MA20>MA120>MA40>MA60,1350,1190,9620,7460,False,False,False,False
092790,20260105,9.18,0.44,10.82,9940,8475,True,False,1.0,-3.2,MA120>MA60>MA40>MA20>MA5,1110,190,10330,8550,False,False,False,False
093050,20260128,4.08,1.07,5.09,19110,17275,True,False,2.0,-1.99,MA120>MA40>MA60>MA5>MA20,1010,350,19140,17300,False,False,False,False
093370,20251027,14.3,16.52,19.24,12740,5415,False,False,,-14.29,MA5>MA20>MA40>MA60>MA120,2670,1410,10830,5920,False,False,False,False
093370,20251113,2.05,4.28,6.91,11890,8415,False,True,,-14.39,MA5>MA20>MA40>MA60>MA120,990,690,10590,9200,True,False,False,False
093370,20260128,3.88,-0.75,5.89,8860,7715,False,True,,-7.84,MA60>MA5>MA40>MA20>MA120,490,220,8670,7990,False,False,False,False
097230,20260107,4.08,5.5,10.2,27400,19500,True,False,7.0,2.83,MA60>MA20>MA5>MA40>MA120,3200,1300,25600,21000,False,False,False,False
100220,20260204,2.14,2.8,3.11,6170,4850,False,True,,-8.57,MA120>MA60>MA5>MA40>MA20,300,280,5580,5030,False,False,False,False
101280,20260106,2.26,0.13,2.37,34948,26739,False,False,,-2.33,MA20>MA5>MA40>MA60>MA120,754,1998,29868,28965,True,True,False,False
102260,20251126,2.56,3.83,4.45,5317,4100,False,False,,-4.36,MA5>MA120>MA60>MA40>MA20,362,238,4881,4345,False,False,False,False
102970,20251027,2.99,2.63,3.96,17100,14928,False,True,,-7.13,MA5>MA20>MA40>MA60>MA120,715,430,16430,15365,False,False,False,False
102970,20260123,2.8,2.13,7.14,20370,16778,True,False,4.0,1.75,MA5>MA20>MA40>MA60>MA120,1325,575,19340,17560,False,False,False,False
103140,20260106,3.12,2.25,8.62,124100,102750,True,False,4.0,-0.44,MA120>MA5>MA60>MA20>MA40,10500,2700,121200,108400,False,False,False,False
105190,20260105,2.01,2.87,3.82,69674,59102,True,False,8.0,0.25,MA5>MA20>MA40>MA60>MA120,4164,1838,67186,59996,False,False,False,False
105840,20251016,2.81,4.94,6.11,23750,14910,False,True,,-13.9,MA5>MA20>MA40>MA60>MA120,1640,1910,19280,16710,True,True,False,False
105840,20251203,3.23,1.11,8.84,17810,14640,True,False,2.0,2.44,MA5>MA40>MA20>MA60>MA120,1480,460,17320,15610,False,False,False,False
120110,20251117,3.1,-0.83,9.52,57150,39475,False,True,,-9.47,MA5>MA120>MA20>MA60>MA40,4350,3250,49250,44000,True,False,False,False
120110,20260113,2.86,6.33,9.28,55000,38325,True,False,12.0,-7.46,MA20>MA40>MA5>MA60>MA120,6250,2700,50400,41000,False,False,False,False
123320,20251024,2.65,-2.11,5.66,45665,36062,True,False,6.0,3.76,MA5>MA20>MA40>MA60>MA120,2513,1857,41688,38032,False,False,False,False
123320,20260128,2.79,6.96,3.67,90165,62392,True,False,14.0,-11.13,MA5>MA20>MA40>MA60>MA120,7445,6185,79745,66415,False,False,False,False
123690,20260102,13.45,2.45,21.51,11850,8630,True,False,1.0,-3.6,MA5>MA120>MA60>MA40>MA20,2380,310,12510,9210,False,False,False,False
126720,20260119,6.13,4.94,7.77,28800,21625,False,False,,-8.67,MA5>MA20>MA120>MA40>MA60,3150,1300,27650,22100,False,False,False,False
128820,20260202,4.76,9.87,13.61,12800,5920,True,False,18.0,1.95,MA40>MA5>MA20>MA60>MA120,1620,1410,9760,7300,False,False,False,False
130660,20260204,18.04,3.17,20.51,14700,11690,True,False,1.0,2.73,MA5>MA20>MA120>MA40>MA60,2940,320,16420,11240,False,False,False,False
132030,20260129,4.7,3.3,6.23,32600,28562,False,True,,-18.37,MA5>MA20>MA40>MA60>MA120,2375,615,32740,28810,False,False,False,False
138540,20251016,4.21,1.48,4.72,37620,34229,True,False,1.0,-0.21,MA20>MA40>MA5>MA60>MA120,2198,528,38054,34206,False,False,False,False
139230,20251027,2.2,2.56,4.36,16192,13988,True,False,3.0,0.73,MA5>MA20>MA40>MA60>MA120,948,369,15779,14527,False,False,False,False
139260,20260105,2.31,4.38,4.13,67666,54240,True,False,13.0,-0.57,MA5>MA20>MA40>MA60>MA120,4782,2539,63952,55832,False,False,False,False
139320,20260126,2.37,2.95,3.16,22955,21742,True,False,1.0,-0.62,MA5>MA20>MA40>MA60>MA120,735,190,23035,21780,False,False,False,False
139320,20260129,5.45,3.16,6.67,25575,22370,False,True,,-21.32,MA5>MA20>MA40>MA60>MA120,1930,520,25785,22575,False,False,False,False
139480,20260205,8.88,2.94,9.51,107600,86200,True,False,1.0,-2.14,MA5>MA20>MA40>MA60>MA120,11600,3800,107400,88700,False,False,False,False
144600,20251222,3.03,-1.06,4.87,12202,10846,True,False,2.0,1.78,MA5>MA20>MA40>MA60>MA120,579,264,11978,11035,False,False,False,False
144600,20251224,3.73,0.5,4.03,12525,11528,True,False,1.0,2.04,MA5>MA20>MA40>MA60>MA120,479,194,12441,11558,False,False,False,False
144600,20260126,6.14,5.37,8.61,18645,15505,True,False,1.0,-0.84,MA5>MA20>MA40>MA60>MA120,1810,460,18680,15550,False,False,False,False
152100,20260105,2.12,2.61,3.76,70184,59852,True,False,8.0,0.11,MA5>MA20>MA40>MA60>MA120,4101,1816,67819,60750,False,False,False,False
161390,20251110,2.33,5.0,18.54,73450,40200,False,False,,11.09,MA5>MA20>MA40>MA120>MA60,12200,5250,63750,47650,False,False,False,False
178920,20260204,2.1,8.13,13.59,27070,14410,False,False,,-5.77,MA5>MA120>MA60>MA20>MA40,3380,2270,21750,16960,False,False,False,False
194370,20251031,3.33,2.72,3.72,12960,9735,False,False,,-6.64,MA120>MA40>MA60>MA5>MA20,570,760,11350,10600,True,True,False,False
195870,20260128,4.12,-2.02,9.26,67500,54850,True,False,2.0,-9.39,MA5>MA40>MA20>MA60>MA120,5900,2000,65700,57900,True,False,False,False
200880,20251022,4.9,2.93,6.25,15130,11880,False,True,,-12.36,MA5>MA120>MA60>MA40>MA20,1040,640,14080,12700,False,False,False,False
200880,20260116,12.49,4.06,15.05,17280,12160,True,False,1.0,1.7,MA5>MA20>MA40>MA60>MA120,2700,910,17120,12530,False,False,False,False
204320,20251124,2.03,-0.63,5.21,47900,37500,True,False,5.0,2.24,MA5>MA20>MA40>MA60>MA120,2600,2050,43450,39950,False,False,False,False
204320,20251128,4.76,1.77,8.12,47350,41050,True,False,1.0,8.08,MA5>MA20>MA40>MA60>MA120,3700,900,47500,42600,False,False,False,False
204320,20251201,6.22,8.12,9.87,60600,42125,True,False,4.0,1.41,MA5>MA20>MA40>MA60>MA120,6050,3700,54900,45200,False,False,False,False
214420,20260102,5.24,0.12,12.75,9900,7840,False,False,,-8.49,MA120>MA60>MA20>MA40>MA5,1080,250,9710,8360,False,False,False,False
228810,20260102,2.47,2.8,3.38,6880,5715,False,True,,-10.62,MA120>MA5>MA60>MA20>MA40,370,240,6510,5940,False,False,False,False
229200,20260126,2.23,4.35,11.26,19880,14805,True,False,2.0,7.26,MA5>MA20>MA40>MA60>MA120,2420,605,19040,16015,False,False,False,False
229200,20260129,2.81,7.48,2.93,24110,18275,False,True,,-13.36,MA5>MA20>MA40>MA60>MA120,1760,1245,22160,19890,False,False,False,False
232080,20260129,2.67,7.4,2.92,24535,18632,False,True,,-13.33,MA5>MA20>MA40>MA60>MA120,1815,1245,22600,20235,False,False,False,False
233160,20260126,5.96,8.55,22.87,20150,11540,True,False,2.0,12.83,MA5>MA20>MA40>MA60>MA120,4270,1025,18970,13415,False,False,False,False
233160,20260128,4.09,4.96,15.05,29285,15482,False,False,,-13.8,MA5>MA20>MA40>MA60>MA120,4125,2440,24110,18330,True,False,False,False
233160,20260129,5.28,15.05,5.88,29690,17935,False,True,,-25.93,MA5>MA20>MA40>MA60>MA120,3340,2590,25535,21265,True,False,False,False
233740,20260126,3.93,8.93,22.95,18535,10238,True,False,2.0,15.15,MA5>MA20>MA40>MA60>MA120,3925,975,17100,11760,False,False,False,False
233740,20260128,2.77,5.15,14.69,24135,13865,False,False,,-12.6,MA5>MA20>MA40>MA60>MA120,3720,1605,21050,15730,False,False,False,False
237350,20251027,2.09,2.56,2.65,45580,41720,True,False,3.0,-1.36,MA5>MA20>MA40>MA60>MA120,1670,730,44955,42115,False,False,False,False
237350,20260105,2.69,3.35,4.02,54680,46090,True,False,8.0,-0.46,MA5>MA20>MA40>MA60>MA120,3510,1545,52900,46805,False,False,False,False
249420,20251106,3.35,6.57,7.75,45250,26025,False,True,,-12.1,MA5>MA40>MA60>MA20>MA120,3050,4150,34750,30150,True,False,False,False
249420,20251209,5.92,0.36,6.64,31100,26775,True,False,1.0,3.73,MA20>MA5>MA40>MA60>MA120,1950,900,30600,27550,False,False,False,False
249420,20251210,4.04,6.64,9.43,37450,28000,True,False,1.0,8.58,MA20>MA5>MA40>MA60>MA120,3000,1750,34250,30150,False,False,False,False
249420,20251211,4.46,9.43,24.62,53150,26100,False,False,,3.09,MA5>MA20>MA40>MA60>MA120,9600,4000,44500,32250,False,False,False,False
251340,20260202,2.31,2.37,5.56,2530,2048,False,True,,-8.37,MA120>MA60>MA40>MA20>MA5,155,100,2380,2195,True,False,False,False
252400,20251024,2.36,-2.06,5.15,42073,33420,True,False,6.0,4.04,MA5>MA20>MA40>MA60>MA120,2126,1714,38323,35112,False,False,False,False
252400,20260105,4.19,5.57,7.62,55765,40788,True,False,8.0,0.08,MA5>MA20>MA40>MA60>MA120,6005,2610,52405,42050,False,False,False,False
252400,20260128,2.16,7.12,3.66,84000,57512,True,False,14.0,-10.7,MA5>MA20>MA40>MA60>MA120,7005,5800,73820,61305,False,False,False,False
252670,20251105,3.16,5.93,5.31,832,624,False,False,,-8.21,MA120>MA60>MA40>MA20>MA5,73,40,774,644,False,False,False,False
252710,20251105,3.26,5.59,5.56,878,661,False,False,,-8.02,MA120>MA60>MA40>MA20>MA5,78,41,819,681,False,False,False,False
261070,20260126,2.82,7.57,11.48,24020,15478,False,False,,-3.16,MA20>MA40>MA5>MA60>MA120,3405,1310,21895,16770,False,False,False,False
261220,20251023,2.86,2.05,4.05,14340,12898,False,False,,-2.85,MA60>MA120>MA40>MA20>MA5,745,235,14250,12985,False,False,False,False
266360,20260126,2.26,3.51,2.88,15050,12992,False,False,,-7.16,MA5>MA120>MA20>MA60>MA40,755,400,14525,13240,False,False,False,False
266370,20260122,2.34,0.04,2.42,37670,32835,True,False,4.0,-0.94,MA5>MA20>MA40>MA60>MA120,1770,980,36470,33040,False,False,False,False
267250,20260112,2.44,4.33,11.22,250700,184950,True,False,6.0,3.33,MA5>MA40>MA60>MA20>MA120,28700,8900,236900,203500,False,False,False,False
267250,20260120,3.46,4.03,5.7,306500,220500,False,False,,-12.99,MA5>MA20>MA60>MA40>MA120,26000,17500,277000,237500,True,False,False,False
267270,20260203,2.98,-0.83,26.65,162400,89700,False,False,,2.53,MA20>MA5>MA40>MA60>MA120,30800,8200,144100,109600,False,False,False,False
267770,20260105,4.23,5.72,7.71,46245,34102,True,False,7.0,0.2,MA5>MA20>MA40>MA60>MA120,4865,2120,43520,35200,False,False,False,False
271560,20260128,4.32,1.0,5.41,118800,107100,True,False,1.0,0.17,MA5>MA20>MA40>MA120>MA60,6600,2000,119000,107800,False,False,False,False
271980,20251201,2.33,4.45,4.86,18780,13950,False,False,,-2.67,MA5>MA40>MA60>MA120>MA20,1200,1040,16790,14820,False,False,False,False
272210,20251223,2.64,4.6,3.52,68900,53550,True,False,10.0,-7.03,MA120>MA5>MA60>MA40>MA20,3500,3600,62400,55900,False,False,False,False
272210,20260109,3.32,3.08,27.53,83900,50350,True,False,2.0,20.22,MA5>MA20>MA120>MA60>MA40,17700,2600,79500,59300,False,False,False,False
272210,20260203,4.31,-1.38,28.63,153700,78700,True,False,17.0,2.06,MA5>MA20>MA40>MA60>MA120,27200,10000,129500,99300,False,False,False,False
278240,20251103,2.52,2.07,4.43,14571,12390,False,True,,-8.09,MA5>MA20>MA40>MA60>MA120,811,386,13993,12933,False,False,False,False
278240,20260126,3.45,9.0,22.17,20735,11630,True,False,2.0,15.28,MA5>MA20>MA40>MA60>MA120,4280,1065,19115,13335,False,False,False,False
278240,20260128,2.5,5.43,15.32,27240,15578,False,False,,-11.95,MA5>MA20>MA40>MA60>MA120,4245,1795,23740,17690,False,False,False,False
278240,20260129,2.1,15.32,6.2,30705,17605,False,True,,-23.34,MA5>MA20>MA40>MA60>MA120,3800,2575,25880,20890,True,False,False,False
281820,20251111,4.27,8.01,9.3,53600,33750,False,False,,-11.57,MA5>MA20>MA40>MA60>MA120,6500,3800,47300,36400,False,False,False,False
281820,20260128,3.37,3.36,7.59,50050,37300,True,False,8.0,-2.21,MA20>MA5>MA60>MA40>MA120,4900,2200,46850,39500,False,False,False,False
286940,20260119,3.96,2.88,4.43,25450,20300,False,False,,-6.73,MA5>MA120>MA20>MA60>MA40,1400,1100,23500,21200,False,False,False,False
292150,20251229,2.51,1.31,4.22,21508,19410,True,False,2.0,1.06,MA5>MA20>MA40>MA60>MA120,1028,310,21262,19640,False,False,False,False
292150,20260105,2.45,4.08,4.38,24874,20288,True,False,9.0,-0.59,MA5>MA20>MA40>MA60>MA120,1777,818,23772,20703,False,False,False,False
298020,20260121,4.45,-0.34,29.97,394000,243000,True,False,1.0,21.8,MA5>MA20>MA40>MA60>MA120,91000,8250,387750,286250,False,False,False,False
298040,20260112,3.45,2.5,6.79,2144000,1773000,True,False,2.0,0.67,MA60>MA40>MA5>MA20>MA120,160000,62000,2075000,1856000,False,False,False,False
298050,20260126,2.28,1.15,3.87,251500,214500,True,False,1.0,3.56,MA5>MA60>MA20>MA40>MA120,9000,9000,237000,223500,False,False,False,False
298050,20260127,3.07,3.87,7.46,281500,214250,False,False,,-3.19,MA5>MA20>MA60>MA40>MA120,20500,12000,257000,228500,False,False,False,False
298050,20260128,7.76,7.46,8.78,337000,219250,False,False,,-13.83,MA5>MA20>MA60>MA40>MA120,31500,25500,292000,235500,False,False,False,False
315960,20260105,2.8,3.27,3.78,45610,38330,True,False,7.0,-1.45,MA5>MA20>MA40>MA60>MA120,2840,1390,43980,39140,False,False,False,False
316670,20260126,2.11,4.02,11.05,9950,7395,True,False,2.0,7.21,MA5>MA20>MA40>MA60>MA120,1200,310,9505,7870,False,False,False,False
319640,20260129,4.95,3.29,6.58,34285,30022,False,True,,-18.76,MA5>MA20>MA40>MA60>MA120,2595,630,34545,30200,False,False,False,False
322000,20251219,2.07,0.0,7.41,74200,54200,False,True,,-11.99,MA5>MA40>MA20>MA60>MA120,5400,3800,66100,58600,True,False,False,False
322000,20260205,10.07,29.83,16.17,122500,41550,True,False,14.0,-0.52,MA5>MA40>MA20>MA60>MA120,26900,15900,97800,57400,False,False,False,False
323410,20260205,2.0,8.23,7.4,37650,21525,False,False,,-13.53,MA5>MA120>MA20>MA40>MA60,3550,3300,30150,24850,True,False,False,False
325010,20260105,2.23,3.41,3.77,27950,23918,True,False,9.0,-0.44,MA5>MA20>MA40>MA60>MA120,1595,735,27045,24365,False,False,False,False
326030,20251021,2.54,1.49,4.49,110200,99150,True,False,4.0,-0.95,MA20>MA40>MA60>MA5>MA120,5300,1800,108900,100500,False,False,False,False
326030,20251112,2.93,0.0,6.95,133300,114300,True,False,9.0,-0.73,MA5>MA20>MA40>MA60>MA120,9000,2600,130400,118400,False,False,False,False
336370,20260129,3.49,4.4,3.61,9600,7760,False,True,,-10.83,MA120>MA60>MA5>MA40>MA20,560,400,9000,8410,False,False,False,False
337140,20260105,2.33,2.75,3.57,23915,20582,True,False,6.0,-0.27,MA5>MA20>MA40>MA60>MA120,1365,595,23225,20915,False,False,False,False
352820,20260102,3.03,3.12,4.85,386500,308500,True,False,15.0,-6.03,MA5>MA20>MA40>MA60>MA120,25000,16000,362000,321500,False,False,False,False
354500,20251128,2.06,0.46,4.71,16125,14908,True,False,1.0,3.33,MA20>MA5>MA40>MA60>MA120,735,120,16130,15080,False,False,False,False
354500,20260126,2.16,4.25,11.45,20045,14870,True,False,1.0,7.39,MA5>MA20>MA40>MA60>MA120,2480,605,19195,15825,False,False,False,False
354500,20260129,3.23,7.58,3.55,24135,18402,False,True,,-13.74,MA5>MA20>MA40>MA60>MA120,1845,1205,22375,20100,False,False,False,False
363580,20260105,3.09,4.27,4.26,26475,21405,True,False,10.0,-1.14,MA5>MA20>MA40>MA60>MA120,1950,955,25285,21965,False,False,False,False
375500,20251212,2.68,1.54,5.25,51750,40900,False,True,,-7.73,MA120>MA5>MA60>MA40>MA20,2800,2250,47350,43200,False,False,False,False
383220,20251111,3.3,4.26,13.97,80000,56400,False,False,,6.53,MA120>MA60>MA40>MA5>MA20,10800,3000,75600,61200,False,False,False,False
385720,20260107,2.21,0.28,2.92,17455,15792,True,False,6.0,-0.4,MA5>MA20>MA40>MA60>MA120,515,410,16975,16250,False,False,False,False
390390,20260105,2.67,0.43,3.57,37797,34837,True,False,2.0,0.9,MA5>MA20>MA40>MA60>MA120,1598,494,37728,34901,False,False,False,False
390390,20260122,2.02,-0.3,2.25,41177,38660,False,True,,-5.42,MA5>MA20>MA40>MA60>MA120,1223,454,40948,38617,False,False,False,False
395160,20260105,2.94,6.33,4.25,22835,16952,True,False,17.0,-1.68,MA5>MA20>MA40>MA60>MA120,1945,1175,21045,17615,False,False,False,False
395290,20260102,3.22,3.33,4.05,10370,8355,False,True,,-10.35,MA120>MA5>MA60>MA20>MA40,680,400,9775,8675,False,False,False,False
396500,20251229,2.57,2.83,2.68,21270,18582,True,False,2.0,-0.6,MA5>MA20>MA40>MA60>MA120,905,560,20500,18930,False,False,False,False
396500,20260105,3.37,7.63,5.57,26635,18785,True,False,17.0,-1.09,MA5>MA20>MA40>MA60>MA120,2710,1505,24355,19585,False,False,False,False
403790,20260105,2.48,1.6,3.12,38660,34340,True,False,5.0,-0.11,MA5>MA20>MA40>MA60>MA120,1780,800,37810,34835,False,False,False,False
411060,20251015,2.56,4.49,3.86,34290,29008,False,True,,-9.47,MA5>MA20>MA40>MA60>MA120,2005,970,32985,29490,False,False,False,False
411060,20260129,5.39,3.25,7.29,39310,33090,False,True,,-16.98,MA5>MA20>MA40>MA60>MA120,3200,1010,38900,34135,False,False,False,False
411420,20251219,2.55,-2.66,2.65,19761,18656,True,False,1.0,3.21,MA40>MA60>MA20>MA5>MA120,559,250,19745,18822,False,False,False,False
412570,20251022,2.05,2.58,8.22,2145,1400,False,False,,-3.96,MA5>MA20>MA60>MA40>MA120,155,158,1791,1581,True,False,False,False
412570,20260122,2.08,-3.74,13.06,1847,1294,True,False,4.0,6.8,MA60>MA5>MA40>MA120>MA20,223,77,1705,1439,False,False,False,False
421320,20251222,3.54,3.05,9.13,27390,22525,True,False,6.0,-0.78,MA5>MA120>MA60>MA40>MA20,2440,620,26805,23370,False,False,False,False
423170,20260105,3.07,2.05,4.69,34865,30242,True,False,2.0,0.91,MA5>MA20>MA40>MA60>MA120,2245,745,34355,30395,False,False,False,False
423920,20260105,3.01,0.09,7.66,45504,38022,True,False,2.0,4.56,MA20>MA5>MA40>MA60>MA120,3645,1038,44527,39589,False,False,False,False
433500,20251029,4.97,1.96,6.65,45140,39635,False,True,,-10.58,MA5>MA20>MA40>MA60>MA120,3120,960,45275,40295,False,False,False,False
433500,20251203,2.64,2.43,4.23,44015,37818,True,False,7.0,-0.49,MA5>MA20>MA40>MA60>MA120,2645,1060,42845,39145,False,False,False,False
434730,20251029,2.56,2.19,5.22,53105,46170,True,False,3.0,0.31,MA5>MA20>MA40>MA60>MA120,3240,1105,52135,47245,False,False,False,False
434960,20260105,2.63,2.69,3.7,68646,59925,True,False,6.0,-0.09,MA5>MA20>MA40>MA60>MA120,3758,1582,67144,60412,False,False,False,False
440910,20251222,3.73,1.63,4.24,24585,23035,True,False,1.0,3.09,MA5>MA40>MA20>MA60>MA120,1130,230,24960,22825,False,False,False,False
440910,20251223,2.59,4.24,3.07,25305,24170,True,False,1.0,-1.66,MA5>MA20>MA40>MA60>MA120,880,145,25635,23995,False,False,False,False
440910,20260105,3.43,-0.88,3.53,25640,23475,True,False,1.0,2.29,MA5>MA20>MA60>MA40>MA120,970,445,25375,23495,False,False,False,False
440910,20260112,2.08,2.49,3.98,28565,26210,True,False,2.0,2.05,MA5>MA20>MA60>MA40>MA120,1230,350,28405,26460,False,False,False,False
442320,20260112,2.13,-0.52,4.04,43765,37918,True,False,4.0,2.0,MA5>MA60>MA20>MA40>MA120,2375,975,42455,38475,False,False,False,False
442580,20251027,3.48,4.22,4.56,36450,32965,True,False,1.0,-1.42,MA5>MA20>MA40>MA60>MA120,1970,575,36495,33035,False,False,False,False
442580,20260105,5.2,2.62,6.86,49490,41718,True,False,2.0,-1.15,MA5>MA20>MA40>MA60>MA120,3565,1565,48630,42450,False,False,False,False
445290,20251103,2.03,5.44,7.74,28005,21468,False,True,,-11.41,MA5>MA20>MA40>MA60>MA120,2475,1030,26210,22650,False,False,False,False
445290,20251204,2.16,0.7,4.49,25740,23022,True,False,5.0,0.76,MA5>MA20>MA40>MA60>MA120,1235,445,25320,23425,False,False,False,False
448100,20260105,2.09,2.8,3.83,70822,60538,True,False,7.0,0.33,MA5>MA20>MA40>MA60>MA120,4219,1763,68629,61314,False,False,False,False
449450,20260112,2.05,7.23,2.81,77025,58732,False,False,,-8.93,MA5>MA20>MA60>MA120>MA40,5245,3855,70455,61655,False,False,False,False
450910,20260126,2.56,4.08,11.86,19405,14505,True,False,2.0,7.35,MA5>MA20>MA40>MA60>MA120,2400,565,18670,15415,False,False,False,False
450910,20260129,2.54,7.53,3.39,23645,17920,False,True,,-13.15,MA5>MA20>MA40>MA60>MA120,1780,1175,21765,19490,False,False,False,False
451060,20260105,2.18,2.96,3.7,22390,19082,True,False,8.0,-0.02,MA5>MA20>MA40>MA60>MA120,1249,614,21569,19487,False,False,False,False
452260,20251217,16.49,1.93,30.0,1441,912,True,False,1.0,17.32,MA5>MA120>MA20>MA60>MA40,354,56,1499,1070,False,False,False,False
452260,20251218,6.24,30.0,6.93,2290,1168,True,False,18.0,-19.7,MA5>MA120>MA20>MA60>MA40,250,279,1822,1348,True,True,False,False
452260,20260115,23.3,29.97,29.78,2900,820,False,False,,-14.0,MA5>MA20>MA40>MA60>MA120,857,391,2496,927,False,False,False,False
453810,20260203,2.98,-0.15,4.43,14240,13020,False,True,,-6.07,MA60>MA40>MA120>MA20>MA5,670,195,14220,13185,False,False,False,False
453870,20260203,3.12,-0.27,5.3,14185,12750,False,False,,-5.54,MA60>MA40>MA120>MA20>MA5,710,245,14060,12985,False,False,False,False
454320,20260112,2.22,1.18,4.93,36365,32750,True,False,2.0,1.55,MA5>MA20>MA40>MA60>MA120,1790,560,35995,33330,False,False,False,False
454910,20251103,4.1,9.7,18.08,117600,65250,False,False,,-14.9,MA5>MA20>MA40>MA60>MA120,17900,8500,100600,76900,True,False,False,False
454910,20251204,5.22,1.19,7.82,84400,72500,True,False,1.0,-1.86,MA5>MA20>MA40>MA60>MA120,6800,1900,84600,74300,False,False,False,False
455850,20260105,3.48,7.35,3.73,21670,15912,True,False,17.0,-4.87,MA5>MA40>MA60>MA20>MA120,1815,1220,19855,16595,False,False,False,False
455850,20260128,2.13,4.45,7.62,24510,18345,True,False,2.0,1.13,MA5>MA20>MA40>MA60>MA120,2420,990,22965,19325,False,False,False,False
456040,20260113,2.26,4.93,11.48,80800,50300,True,False,19.0,6.29,MA60>MA40>MA20>MA120>MA5,9200,5200,69300,56200,False,False,False,False
457190,20260120,4.09,29.9,6.78,131900,49750,False,False,,-3.32,MA5>MA20>MA40>MA60>MA120,22500,17200,100700,60200,False,False,False,False
457190,20260122,5.8,5.39,16.25,129900,71400,False,False,,0.43,MA5>MA20>MA40>MA60>MA120,20600,10500,112800,82600,False,False,False,False
457990,20251027,3.53,5.25,4.01,25585,19848,False,False,,-8.51,MA5>MA20>MA40>MA60>MA120,1715,1240,23660,20690,False,False,False,False
458760,20260205,2.33,1.65,3.12,10942,10470,True,False,1.0,0.77,MA5>MA20>MA40>MA60>MA120,337,55,11030,10470,False,False,False,False
461580,20260126,3.3,3.65,10.3,18550,14638,True,False,2.0,5.74,MA5>MA20>MA60>MA40>MA120,1845,555,17960,15560,False,False,False,False
