entry_slip_pct,total_trades,win_rate_pct,loss_rate_pct,flat_rate_pct,avg_win_pct,avg_loss_pct,expectancy_pct_per_trade
0.0,24,79.16666666666666,20.833333333333336,7.105427357601002e-15,80.0,-6.5,61.979166666666664
0.7,24,75.0,25.0,0.0,80.0,-6.5,58.375
