total_trades,stop_pct,tp1_pct,tp2_pct,win_rate_pct,loss_rate_pct,flat_rate_pct,avg_win_pct,avg_loss_pct,expectancy_pct_per_trade
24,-6.5,20.0,80.0,79.16666666666666,20.833333333333336,7.105427357601002e-15,23.157894736842106,-6.5,16.979166666666664
