total_trades,stop_pct,tp1_pct,tp2_pct,win_rate_pct,loss_rate_pct,flat_rate_pct,avg_win_pct,avg_loss_pct,expectancy_pct_per_trade
24,-5.0,20.0,80.0,75.0,25.0,0.0,20.0,-5.0,13.75
