code,name,market,market_cap_krw,market_cap_100m
200250,KIWOOM 인도Nifty50(합성),코스피,209300000000,2093
200880,서연이화,코스피,377000000000,3770
203780,TIGER 미국나스닥바이오,코스피,102100000000,1021
204210,스타에스엠리츠,코스피,15900000000,159
204320,HL만도,코스피,2390100000000,23901
204450,KODEX 차이나H레버리지(H),코스피,35100000000,351
204480,TIGER 차이나CSI300레버리지(합성),코스피,118900000000,1189
205720,ACE 일본TOPIX인버스(합성 H),코스피,5100000000,51
207940,삼성바이오로직스,코스피,72723100000000,727231
210540,디와이파워,코스피,151300000000,1513
210780,TIGER 코스피고배당,코스피,85000000000,850
210980,SK디앤디,코스피,250200000000,2502
211560,TIGER 배당성장,코스피,90300000000,903
211900,KODEX 코리아배당성장,코스피,96300000000,963
213500,한솔제지,코스피,196100000000,1961
213610,KODEX 삼성그룹밸류,코스피,197900000000,1979
213630,PLUS 미국다우존스고배당주(합성 H),코스피,18000000000,180
214320,이노션,코스피,786800000000,7868
214330,금호에이치티,코스피,95500000000,955
214390,경보제약,코스피,130500000000,1305
214420,토니모리,코스피,166200000000,1662
214980,KODEX 단기채권PLUS,코스피,1947600000000,19476
215620,HK S&P코리아로우볼,코스피,11200000000,112
217590,티엠씨,코스피,332500000000,3325
217770,TIGER 원유선물인버스(H),코스피,10000000000,100
217780,TIGER 차이나CSI300인버스(합성),코스피,8300000000,83
218420,KODEX 미국S&P500에너지(합성),코스피,50000000000,500
219390,RISE 미국S&P원유생산기업(합성 H),코스피,32700000000,327
219480,KODEX 미국S&P500선물(H),코스피,143600000000,1436
219900,ACE 중국본토CSI300레버리지(합성),코스피,7900000000,79
220130,SOL 차이나강소기업CSI500(합성 H),코스피,5500000000,55
223190,KODEX 200가치저변동,코스피,23500000000,235
225030,TIGER 미국S&P500선물인버스(H),코스피,5900000000,59
225040,TIGER 미국S&P500레버리지(합성 H),코스피,60700000000,607
225050,TIGER 유로스탁스레버리지(합성 H),코스피,4100000000,41
225060,TIGER 이머징마켓MSCI레버리지(합성 H),코스피,13400000000,134
225130,ACE 골드선물 레버리지(합성 H),코스피,41400000000,414
225800,KIWOOM 미국달러선물레버리지,코스피,10800000000,108
226320,잇츠한불,코스피,222600000000,2226
226380,ACE Fn성장소비주도주,코스피,4700000000,47
226490,KODEX 코스피,코스피,855900000000,8559
226980,KODEX 200 중소형,코스피,23400000000,234
227540,TIGER 200 헬스케어,코스피,31700000000,317
227550,TIGER 200 산업재,코스피,3600000000,36
227560,TIGER 200 생활소비재,코스피,4300000000,43
227570,TIGER 우량가치,코스피,7500000000,75
227830,PLUS 코스피,코스피,14300000000,143
227840,현대코퍼레이션홀딩스,코스피,109500000000,1095
228790,TIGER 화장품,코스피,296300000000,2963
228800,TIGER 여행레저,코스피,84300000000,843
228810,TIGER 미디어컨텐츠,코스피,121300000000,1213
228820,TIGER KTOP30,코스피,12800000000,128
229200,KODEX 코스닥150,코스피,7375100000000,73751
229640,LS에코에너지,코스피,1350600000000,13506
229720,KODEX KTOP30,코스피,18000000000,180
230480,KIWOOM 미국달러선물인버스2X,코스피,9600000000,96
232080,TIGER 코스닥150,코스피,2188600000000,21886
233160,TIGER 코스닥150 레버리지,코스피,293000000000,2930
233740,KODEX 코스닥150레버리지,코스피,4605900000000,46059
234080,JW생명과학,코스피,206200000000,2062
234310,RISE V&S셀렉트밸류,코스피,12800000000,128
236350,TIGER 인도니프티50레버리지(합성),코스피,22500000000,225
237350,KODEX 코스피100,코스피,683200000000,6832
237370,KODEX 코리아배당성장채권혼합,코스피,169800000000,1698
237440,TIGER 경기방어채권혼합,코스피,10300000000,103
238670,PLUS 스마트베타Quality채권혼합,코스피,3900000000,39
238720,ACE 일본Nikkei225(H),코스피,34800000000,348
239660,PLUS 우량회사채50,코스피,16900000000,169
241180,TIGER 일본니케이225,코스피,405200000000,4052
241390,RISE V&S셀렉트밸류채권혼합,코스피,33500000000,335
241560,두산밥캣,코스피,5550100000000,55501
241590,화승엔터프라이즈,코스피,287800000000,2878
243880,TIGER 200IT레버리지,코스피,109500000000,1095
243890,TIGER 200에너지화학레버리지,코스피,6100000000,61
244580,KODEX 바이오,코스피,294600000000,2946
244620,KODEX 모멘텀Plus,코스피,13400000000,134
244660,KODEX 퀄리티Plus,코스피,4800000000,48
244670,KODEX 밸류Plus,코스피,7100000000,71
244920,에이플러스에셋,코스피,272200000000,2722
245340,TIGER 미국다우존스30,코스피,138800000000,1388
245350,TIGER 유로스탁스배당30,코스피,29300000000,293
245360,TIGER 차이나HSCEI,코스피,40000000000,400
245710,ACE 베트남VN30(합성),코스피,305400000000,3054
248070,솔루엠,코스피,836300000000,8363
248170,샘표식품,코스피,130000000000,1300
248270,TIGER S&P글로벌헬스케어(합성),코스피,30800000000,308
249420,일동제약,코스피,1014000000000,10140
250730,RISE 차이나HSCEI(H),코스피,17400000000,174
250780,TIGER 코스닥150선물인버스,코스피,11300000000,113
251270,넷마블,코스피,4384900000000,43849
251340,KODEX 코스닥150선물인버스,코스피,194300000000,1943
251350,KODEX MSCI선진국,코스피,484800000000,4848
251590,PLUS 고배당저변동50,코스피,11500000000,115
251600,PLUS 고배당주채권혼합,코스피,713300000000,7133
252000,TIGER 200동일가중,코스피,23100000000,231
252400,RISE 200선물레버리지,코스피,74900000000,749
252410,RISE 200선물인버스,코스피,6500000000,65
252420,RISE 200선물인버스2X,코스피,6200000000,62
252650,KODEX 200동일가중,코스피,67400000000,674
252670,KODEX 200선물인버스2X,코스피,1368300000000,13683
252710,TIGER 200선물인버스2X,코스피,54300000000,543
253150,PLUS 200선물레버리지,코스피,37700000000,377
253160,PLUS 200선물인버스2X,코스피,2200000000,22
253230,KIWOOM 200선물인버스2X,코스피,3500000000,35
253240,KIWOOM 200선물인버스,코스피,2200000000,22
253250,KIWOOM 200선물레버리지,코스피,36200000000,362
253280,RISE 헬스케어,코스피,11500000000,115
253290,RISE 헬스케어채권혼합,코스피,23400000000,234
256440,ACE MSCI인도네시아(합성),코스피,32700000000,327
256450,PLUS 심천차이넥스트(합성),코스피,7600000000,76
256750,KODEX 차이나심천ChiNext(합성),코스피,48600000000,486
259960,크래프톤,코스피,11234900000000,112349
261060,TIGER 코스닥150IT,코스피,42900000000,429
261070,TIGER 코스닥150바이오테크,코스피,89800000000,898
261110,TIGER 미국달러선물레버리지,코스피,12900000000,129
261120,TIGER 미국달러선물인버스2X,코스피,31800000000,318
261140,TIGER 우선주,코스피,39600000000,396
261220,KODEX WTI원유선물(H),코스피,161100000000,1611
261240,KODEX 미국달러선물,코스피,73900000000,739
261250,KODEX 미국달러선물레버리지,코스피,37500000000,375
261260,KODEX 미국달러선물인버스2X,코스피,227900000000,2279
261270,KODEX 미국달러선물인버스,코스피,66800000000,668
261920,ACE MSCI필리핀(합성),코스피,5400000000,54
264900,크라운제과,코스피,104800000000,1048
26490K,크라운제과우,코스피,7100000000,71
265690,ACE 러시아MSCI(합성),코스피,15800000000,158
266160,RISE 고배당,코스피,215500000000,2155
266360,KODEX K콘텐츠,코스피,50800000000,508
266370,KODEX IT,코스피,52500000000,525
266390,KODEX 경기소비재,코스피,9900000000,99
266410,KODEX 필수소비재,코스피,14200000000,142
266420,KODEX 헬스케어,코스피,95000000000,950
266550,PLUS 중형주저변동50,코스피,4500000000,45
267250,HD현대,코스피,21051700000000,210517
267260,HD현대일렉트릭,코스피,32622700000000,326227
267270,HD건설기계,코스피,5852800000000,58528
267290,경동도시가스,코스피,130600000000,1306
267440,RISE 미국장기국채선물(H),코스피,5000000000,50
267450,RISE 미국장기국채선물인버스(H),코스피,5400000000,54
267490,RISE 미국장기국채선물레버리지(합성 H),코스피,3800000000,38
267770,TIGER 200선물레버리지,코스피,168500000000,1685
267850,아시아나IDT,코스피,111600000000,1116
268280,미원에스씨,코스피,623500000000,6235
269370,TIGER S&P글로벌인프라(합성),코스피,13400000000,134
269420,KODEX S&P글로벌인프라(합성),코스피,26600000000,266
269530,PLUS S&P글로벌인프라,코스피,11100000000,111
269540,PLUS 미국S&P500(H),코스피,85000000000,850
270800,RISE KQ고배당,코스피,8900000000,89
270810,RISE 코스닥150,코스피,491800000000,4918
271050,KODEX WTI원유선물인버스(H),코스피,63800000000,638
271060,KODEX 3대농산물선물(H),코스피,28800000000,288
271560,오리온,코스피,5100200000000,51002
271940,일진하이솔루스,코스피,614100000000,6141
271980,제일약품,코스피,212500000000,2125
272210,한화시스템,코스피,26732100000000,267321
272450,진에어,코스피,332500000000,3325
272550,삼양패키징,코스피,174600000000,1746
272560,RISE 단기국공채액티브,코스피,195500000000,1955
272570,RISE 중장기국공채액티브,코스피,24400000000,244
272580,TIGER 단기채권액티브,코스피,757900000000,7579
272910,ACE 중장기국공채액티브,코스피,69100000000,691
273130,KODEX 종합채권(AA-이상)액티브,코스피,3875700000000,38757
273140,KODEX 단기변동금리부채권액티브,코스피,326800000000,3268
275280,KODEX 모멘텀주,코스피,25900000000,259
275290,KODEX 가치주,코스피,22100000000,221
275300,KODEX 우량주,코스피,32800000000,328
275750,RISE 코스닥150선물인버스,코스피,2200000000,22
275980,TIGER 글로벌4차산업혁신기술(합성 H),코스피,61200000000,612
276000,TIGER 글로벌자원생산기업(합성 H),코스피,17500000000,175
276650,RISE 글로벌테크놀로지(합성 H),코스피,27700000000,277
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),코스피,37300000000,373
276990,KODEX 글로벌로봇(합성),코스피,42700000000,427
277540,ACE 아시아TOP50,코스피,21700000000,217
277630,TIGER 코스피,코스피,398500000000,3985
277640,TIGER 코스피대형주,코스피,50200000000,502
277650,TIGER 코스피중형주,코스피,4400000000,44
278240,RISE 코스닥150선물레버리지,코스피,129400000000,1294
278470,에이피알,코스피,12223600000000,122236
278530,KODEX 200TR,코스피,5612400000000,56124
278540,KODEX MSCI Korea TR,코스피,2254400000000,22544
278620,PLUS 단기채권액티브,코스피,53200000000,532
279530,KODEX 고배당주,코스피,363700000000,3637
279540,KODEX 최소변동성,코스피,9600000000,96
279570,케이뱅크,코스피,2799300000000,27993
280320,ACE 미국IT인터넷(합성 H),코스피,14500000000,145
280360,롯데웰푸드,코스피,1041200000000,10412
280920,PLUS 주도업종,코스피,11600000000,116
280930,KODEX 미국러셀2000(H),코스피,31500000000,315
280940,KODEX 골드선물인버스(H),코스피,3100000000,31
281820,케이씨텍,코스피,938300000000,9383
281990,RISE 중소형고배당,코스피,14700000000,147
282000,RISE 국고채3년선물인버스,코스피,71600000000,716
282330,BGF리테일,코스피,2174300000000,21743
283580,KODEX 차이나CSI300,코스피,281700000000,2817
284430,KODEX 200미국채혼합,코스피,1439100000000,14391
284740,쿠쿠홈시스,코스피,546300000000,5463
284980,RISE 200금융,코스피,26000000000,260
285130,SK케미칼,코스피,984300000000,9843
28513K,SK케미칼우,코스피,56900000000,569
285690,FOCUS ESG리더스,코스피,11200000000,112
286940,롯데이노베이트,코스피,340400000000,3404
287180,PLUS 미국나스닥테크,코스피,31400000000,314
289040,KODEX MSCI KOREA ESG유니버설,코스피,16800000000,168
289250,TIGER MSCI KOREA ESG유니버설,코스피,16300000000,163
289260,TIGER MSCI KOREA ESG리더스,코스피,15800000000,158
289480,TIGER 200커버드콜,코스피,23900000000,239
289670,PLUS 국채선물10년,코스피,5600000000,56
290080,RISE 200고배당커버드콜ATM,코스피,13900000000,139
290130,RISE ESG사회책임투자,코스피,277000000000,2770
291130,ACE MSCI멕시코(합성),코스피,16700000000,167
291620,KIWOOM 코스닥150선물인버스,코스피,2300000000,23
291630,KIWOOM 코스닥150선물레버리지,코스피,8600000000,86
291680,RISE 차이나H선물인버스(H),코스피,3900000000,39
291890,KODEX MSCI EM선물(H),코스피,7500000000,75
292050,RISE KRX300,코스피,15600000000,156
292150,TIGER 코리아TOP10,코스피,2275500000000,22755
292160,TIGER KRX300,코스피,19000000000,190
292190,KODEX KRX300,코스피,60800000000,608
292500,SOL KRX300,코스피,19100000000,191
292560,TIGER 일본엔선물,코스피,49500000000,495
292770,KODEX 국채선물3년인버스,코스피,32700000000,327
293180,HANARO 200,코스피,515200000000,5152
293480,하나제약,코스피,166200000000,1662
293940,신한알파리츠,코스피,699600000000,6996
294400,KIWOOM 200TR,코스피,1607900000000,16079
294870,HDC현대산업개발,코스피,1400500000000,14005
295000,RISE 국채선물10년,코스피,6000000000,60
295020,RISE 국채선물10년인버스,코스피,133200000000,1332
295040,SOL 200TR,코스피,393800000000,3938
298000,효성화학,코스피,147500000000,1475
298020,효성티앤씨,코스피,1467100000000,14671
298040,효성중공업,코스피,23581800000000,235818
298050,HS효성첨단소재,코스피,949700000000,9497
298340,PLUS 국채선물3년,코스피,59500000000,595
298690,에어부산,코스피,211200000000,2112
298770,KODEX 한국대만IT프리미어,코스피,60300000000,603
300610,TIGER K게임,코스피,16200000000,162
300640,RISE 게임테마,코스피,28100000000,281
300720,한일시멘트,코스피,1230400000000,12304
300950,KODEX 게임산업,코스피,35400000000,354
301400,PLUS 코스닥150,코스피,16800000000,168
301410,PLUS 코스닥150선물인버스,코스피,900000000,9
302190,TIGER 중장기국채,코스피,298000000000,2980
302440,SK바이오사이언스,코스피,3388400000000,33884
302450,RISE 코스피,코스피,371900000000,3719
304660,KODEX 미국30년국채울트라선물(H),코스피,191000000000,1910
304670,KODEX 미국30년국채울트라선물인버스(H),코스피,7000000000,70
304760,HANARO KRX300,코스피,14900000000,149
304770,HANARO 코스닥150,코스피,31200000000,312
304780,HANARO 200선물레버리지,코스피,86800000000,868
304940,KODEX 미국나스닥100선물(H),코스피,106400000000,1064
305050,ACE 코스피,코스피,34700000000,347
305080,TIGER 미국채10년선물,코스피,243000000000,2430
305540,TIGER 2차전지테마,코스피,1097000000000,10970
305720,KODEX 2차전지산업,코스피,1764000000000,17640
306200,세아제강,코스피,391700000000,3917
306520,HANARO 200선물인버스,코스피,1400000000,14
306530,HANARO 코스닥150선물레버리지,코스피,6000000000,60
306950,KODEX KRX300레버리지,코스피,61200000000,612
307510,TIGER 의료기기,코스피,6500000000,65
307520,TIGER 지주회사,코스피,352600000000,3526
307950,현대오토에버,코스피,11408400000000,114084
308170,씨티알모빌리티,코스피,46100000000,461
308620,KODEX 미국10년국채선물,코스피,111800000000,1118
309230,ACE 미국WideMoat동일가중,코스피,134500000000,1345
310080,RISE 중국MSCI China(H),코스피,12100000000,121
310960,TIGER 200TR,코스피,236300000000,2363
310970,TIGER MSCI Korea TR,코스피,4200800000000,42008
314250,KODEX 미국빅테크10(H),코스피,618500000000,6185
314700,HANARO 농업융복합산업,코스피,6200000000,62
315270,TIGER 200커뮤니케이션서비스,코스피,7100000000,71
315930,KODEX Top5PlusTR,코스피,1460600000000,14606
315960,RISE 대형고배당10TR,코스피,449000000000,4490
316140,우리금융지주,코스피,23563800000000,235638
316300,ACE 싱가포르리츠,코스피,7200000000,72
316670,KIWOOM 코스닥150,코스피,64900000000,649
317400,자이에스앤디,코스피,169100000000,1691
317450,명인제약,코스피,868700000000,8687
319640,TIGER 골드선물(H),코스피,146400000000,1464
321410,KODEX 멀티에셋하이인컴(H),코스피,5300000000,53
322000,HD현대에너지솔루션,코스피,1313800000000,13138
322400,HANARO e커머스,코스피,46900000000,469
322410,HANARO K고배당,코스피,43500000000,435
323410,카카오뱅크,코스피,11282100000000,112821
325010,KODEX 성장주,코스피,158600000000,1586
325020,KODEX 배당가치,코스피,164700000000,1647
326030,SK바이오팜,코스피,7498500000000,74985
326230,RISE 내수주플러스,코스피,10800000000,108
326240,RISE IT플러스,코스피,83000000000,830
328370,PLUS 코스피TR,코스피,112500000000,1125
329180,HD현대중공업,코스피,61507300000000,615073
329200,TIGER 리츠부동산인프라,코스피,1398800000000,13988
329650,KODEX TRF3070,코스피,256500000000,2565
329660,KODEX TRF5050,코스피,100500000000,1005
329670,KODEX TRF7030,코스피,83500000000,835
329750,TIGER 미국달러단기채권액티브,코스피,472500000000,4725
330590,롯데리츠,코스피,1358200000000,13582
332500,ACE 200TR,코스피,149800000000,1498
332610,PLUS 미국단기회사채(AAA~A),코스피,15800000000,158
332620,PLUS 미국장기우량회사채,코스피,22400000000,224
332930,HANARO 200TR,코스피,194800000000,1948
332940,HANARO MSCI Korea TR,코스피,87100000000,871
334690,RISE 팔라듐선물(H),코스피,5500000000,55
334700,RISE 팔라듐선물인버스(H),코스피,1800000000,18
334890,이지스밸류플러스리츠,코스피,289900000000,2899
336160,RISE 금융채액티브,코스피,41900000000,419
336260,두산퓨얼셀,코스피,2793300000000,27933
33626K,두산퓨얼셀1우,코스피,106500000000,1065
33626L,두산퓨얼셀2우B,코스피,29900000000,299
336370,솔루스첨단소재,코스피,575800000000,5758
33637K,솔루스첨단소재1우,코스피,33700000000,337
33637L,솔루스첨단소재2우B,코스피,12300000000,123
337120,KODEX 멀티팩터,코스피,16500000000,165
337140,KODEX 코스피대형주,코스피,60100000000,601
337150,KODEX 200exTOP,코스피,17000000000,170
337160,KODEX 200ESG,코스피,87700000000,877
338100,NH프라임리츠,코스피,87300000000,873
339770,교촌에프앤비,코스피,212200000000,2122
341850,TIGER 리츠부동산인프라채권,코스피,10000000000,100
344820,KCC글라스,코스피,407600000000,4076
348950,제이알글로벌리츠,코스피,304600000000,3046
350520,이지스레지던스리츠,코스피,138200000000,1382
352540,KODEX 일본부동산리츠(H),코스피,56400000000,564
352560,KODEX 미국부동산리츠(H),코스피,33400000000,334
352820,하이브,코스피,15267600000000,152676
353200,대덕전자,코스피,3306000000000,33060
35320K,대덕전자1우,코스피,34800000000,348
354240,RISE 미국고정배당우선증권,코스피,14200000000,142
354350,HANARO 글로벌럭셔리S&P(합성),코스피,15400000000,154
354500,ACE 코스닥150,코스피,246400000000,2464
356540,ACE 종합채권(AA-이상)액티브,코스피,1047500000000,10475
357120,코람코라이프인프라리츠,코스피,448200000000,4482
357250,미래에셋맵스리츠,코스피,60600000000,606
357430,마스턴프리미어리츠,코스피,44800000000,448
357870,TIGER CD금리투자KIS(합성),코스피,4899000000000,48990
359210,KODEX 코스피TR,코스피,108500000000,1085
360140,KODEX 200롱코스닥150숏선물,코스피,31100000000,311
360150,KODEX 코스닥150롱코스피200숏선물,코스피,29300000000,293
360200,ACE 미국S&P500,코스피,3320800000000,33208
360750,TIGER 미국S&P500,코스피,14770300000000,147703
361580,RISE 200TR,코스피,407200000000,4072
361610,SK아이이테크놀로지,코스피,1754300000000,17543
363280,티와이홀딩스,코스피,140200000000,1402
36328K,티와이홀딩스우,코스피,5000000000,50
363510,SOL KIS단기통안채,코스피,35500000000,355
363570,KODEX 장기종합채권(AA-이상)액티브,코스피,321600000000,3216
363580,KODEX 200IT TR,코스피,109500000000,1095
364690,KODEX 혁신기술테마액티브,코스피,18200000000,182
364960,TIGER BBIG,코스피,103400000000,1034
364970,TIGER 바이오TOP10,코스피,281000000000,2810
364980,TIGER 2차전지TOP10,코스피,538500000000,5385
364990,TIGER 게임TOP10,코스피,37000000000,370
365000,TIGER 인터넷TOP10,코스피,57000000000,570
365040,TIGER AI코리아그로스액티브,코스피,55900000000,559
365550,ESR켄달스퀘어리츠,코스피,1071700000000,10717
365780,ACE 국고채10년,코스피,407200000000,4072
367380,ACE 미국나스닥100,코스피,2727400000000,27274
367740,HANARO Fn5G산업,코스피,15900000000,159
367760,RISE 네트워크인프라,코스피,184100000000,1841
367770,RISE 수소경제테마,코스피,143200000000,1432
368190,HANARO Fn K-뉴딜디지털플러스,코스피,32200000000,322
368590,RISE 미국나스닥100,코스피,1261200000000,12612
368680,KODEX K-뉴딜디지털플러스,코스피,7600000000,76
371150,RISE 차이나항셍테크,코스피,22700000000,227
371160,TIGER 차이나항셍테크,코스피,927300000000,9273
371450,TIGER 글로벌클라우드컴퓨팅INDXX,코스피,20400000000,204
371460,TIGER 차이나전기차SOLACTIVE,코스피,1383200000000,13832
371470,TIGER 차이나바이오테크SOLACTIVE,코스피,60100000000,601
371870,ACE 차이나항셍테크,코스피,15300000000,153
372330,KODEX 차이나항셍테크,코스피,166200000000,1662
372910,한컴라이프케어,코스피,71800000000,718
373220,LG에너지솔루션,코스피,85878000000000,858780
373490,KODEX 코리아혁신성장액티브,코스피,12000000000,120
373790,KIWOOM 미국방어배당성장나스닥,코스피,4800000000,48
375270,RISE 글로벌데이터센터리츠(합성),코스피,9500000000,95
375500,DL이앤씨,코스피,1843800000000,18438
37550K,DL이앤씨우,코스피,52200000000,522
37550L,DL이앤씨2우(전환),코스피,74900000000,749
375760,HANARO 탄소효율그린뉴딜,코스피,17400000000,174
375770,KODEX 탄소효율그린뉴딜,코스피,47300000000,473
376410,TIGER 탄소효율그린뉴딜,코스피,17500000000,175
377190,디앤디플랫폼리츠,코스피,272300000000,2723
377300,카카오페이,코스피,7816000000000,78160
377740,바이오노트,코스피,547000000000,5470
377990,TIGER Fn신재생에너지,코스피,93200000000,932
378850,화승알앤에이,코스피,67300000000,673
379780,RISE 미국S&P500,코스피,1369800000000,13698
379790,RISE 유로스탁스50(H),코스피,10900000000,109
379800,KODEX 미국S&P500,코스피,8050000000000,80500
379810,KODEX 미국나스닥100,코스피,5559200000000,55592
380340,ACE 코리아AI테크핵심산업,코스피,9000000000,90
381170,TIGER 미국테크TOP10 INDXX,코스피,3759200000000,37592
381180,TIGER 미국필라델피아반도체나스닥,코스피,3510900000000,35109
381560,HANARO Fn전기&수소차,코스피,14000000000,140
381570,HANARO Fn친환경에너지,코스피,8300000000,83
381970,케이카,코스피,701100000000,7011
383220,F&F,코스피,2386500000000,23865
383800,LX홀딩스,코스피,620900000000,6209
38380K,LX홀딩스1우,코스피,12300000000,123
385510,KODEX 신재생에너지액티브,코스피,219000000000,2190
385520,KODEX 자율주행액티브,코스피,32700000000,327
385540,RISE 종합채권(A-이상)액티브,코스피,1777000000000,17770
385550,RISE 단기채권알파액티브,코스피,278900000000,2789
385560,RISE KIS국고채30년Enhanced,코스피,625700000000,6257
385590,ACE ESG액티브,코스피,38400000000,384
385600,ACE 2차전지&친환경차액티브,코스피,19900000000,199
385710,TIME K이노베이션액티브,코스피,12800000000,128
385720,TIME 코스피액티브,코스피,274900000000,2749
387270,TIGER 글로벌이노베이션액티브,코스피,26100000000,261
387280,TIGER 퓨처모빌리티액티브,코스피,18800000000,188
388280,RISE K엔터&여행레저,코스피,34700000000,347
388420,RISE 비메모리반도체액티브,코스피,195600000000,1956
390390,KODEX 미국반도체,코스피,813700000000,8137
390400,KODEX 미국스마트모빌리티S&P,코스피,8600000000,86
391600,ACE 미국친환경그린테마,코스피,8300000000,83
391670,HK 베스트일레븐액티브,코스피,19800000000,198
394350,KIWOOM 글로벌퓨처모빌리티,코스피,4600000000,46
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,코스피,107500000000,1075
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),코스피,281900000000,2819
395150,KODEX 웹툰&드라마,코스피,11900000000,119
395160,KODEX AI반도체,코스피,2179400000000,21794
395170,KODEX Top10동일가중,코스피,59600000000,596
395270,HANARO Fn K-반도체,코스피,1554800000000,15548
395280,HANARO Fn K-게임,코스피,11600000000,116
395290,HANARO Fn K-POP&미디어,코스피,66100000000,661
395400,SK리츠,코스피,1833200000000,18332
395750,PLUS ESG가치주액티브,코스피,6500000000,65
395760,PLUS ESG성장주액티브,코스피,12200000000,122
396500,TIGER 반도체TOP10,코스피,7850600000000,78506
396510,TIGER 차이나클린에너지SOLACTIVE,코스피,22300000000,223
396520,TIGER 차이나반도체FACTSET,코스피,217300000000,2173
396690,미래에셋글로벌리츠,코스피,99200000000,992
397420,RISE 국채선물5년추종,코스피,5200000000,52
399110,SOL 미국S&P500ESG,코스피,113700000000,1137
399580,RISE 글로벌클린에너지,코스피,10300000000,103
400570,KODEX 유럽탄소배출권선물ICE(H),코스피,16500000000,165
400580,SOL 유럽탄소배출권선물S&P(H),코스피,4900000000,49
400590,SOL 글로벌탄소배출권선물ICE(합성),코스피,5900000000,59
400760,NH올원리츠,코스피,178000000000,1780
400970,TIGER Fn메타버스,코스피,60000000000,600
401170,RISE 메타버스,코스피,97600000000,976
401470,KODEX 메타버스액티브,코스피,81200000000,812
401590,HANARO 글로벌탄소배출권선물ICE(합성),코스피,4900000000,49
402340,SK스퀘어,코스피,73968800000000,739688
402460,HANARO Fn K-메타버스MZ,코스피,6400000000,64
402970,ACE 미국배당다우존스,코스피,779500000000,7795
403550,쏘카,코스피,360600000000,3606
403790,마이다스 코스피액티브,코스피,156100000000,1561
404120,TIME K신재생에너지액티브,코스피,14200000000,142
404260,KODEX 기후변화솔루션,코스피,19000000000,190
404540,TIGER KRX기후변화솔루션,코스피,7400000000,74
404650,SOL KRX기후변화솔루션,코스피,12500000000,125
404990,신한서부티엔디리츠,코스피,267200000000,2672
407300,HANARO Fn골프테마,코스피,6200000000,62
407310,HANARO 200 TOP10,코스피,23200000000,232
407820,에셋플러스 코리아플랫폼액티브,코스피,17400000000,174
407830,에셋플러스 글로벌플랫폼액티브,코스피,46800000000,468
409810,KODEX 미국나스닥100선물인버스(H),코스피,25600000000,256
409820,KODEX 미국나스닥100레버리지(합성 H),코스피,190500000000,1905
410870,TIME K컬처액티브,코스피,44400000000,444
411060,ACE KRX금현물,코스피,5166700000000,51667
411420,KODEX 미국나스닥AI테크액티브,코스피,103400000000,1034
411540,SOL 200 Top10,코스피,26000000000,260
411860,KIWOOM 독일DAX,코스피,10300000000,103
412560,TIGER BBIG레버리지,코스피,1700000000,17
412570,TIGER 2차전지TOP10레버리지,코스피,140100000000,1401
412770,TIGER 글로벌AI플랫폼액티브,코스피,87800000000,878
413220,SOL 차이나태양광CSI(합성),코스피,8000000000,80
413930,WON AI ESG액티브,코스피,14000000000,140
414270,ACE 글로벌자율주행액티브,코스피,36100000000,361
414780,TIGER 차이나과창판STAR50(합성),코스피,198100000000,1981
415340,KODEX 차이나과창판STAR50(합성),코스피,24800000000,248
415640,KB발해인프라,코스피,1219300000000,12193
415760,SOL 차이나육성산업액티브(합성),코스피,25500000000,255
415920,PLUS 글로벌희토류&전략자원생산기업,코스피,65000000000,650
416090,ACE 중국과창판STAR50,코스피,14700000000,147
417310,코람코더원리츠,코스피,376500000000,3765
417450,RISE 글로벌수소경제,코스피,13300000000,133
417630,TIGER KEDI혁신기업ESG30,코스피,20200000000,202
418660,TIGER 미국나스닥100레버리지(합성),코스피,283300000000,2833
418670,TIGER 글로벌AI사이버보안,코스피,33700000000,337
419420,KODEX 미국클린에너지나스닥,코스피,13700000000,137
419430,KODEX 차이나2차전지MSCI(합성),코스피,40300000000,403
419650,PLUS 글로벌수소&차세대연료전지,코스피,19500000000,195
419890,KIWOOM 단기채권ESG액티브,코스피,70300000000,703
421320,PLUS 우주항공&UAM,코스피,332000000000,3320
422260,VITA MZ소비액티브,코스피,15000000000,150
422420,RISE 2차전지액티브,코스피,217700000000,2177
423160,KODEX KOFR금리액티브(합성),코스피,4319200000000,43192
423170,SOL 글로벌AI반도체탑픽액티브,코스피,115500000000,1155
423920,TIGER 미국필라델피아반도체레버리지(합성),코스피,379100000000,3791
424460,HANARO 글로벌워터MSCI(합성),코스피,3200000000,32
426020,TIME 미국S&P500액티브,코스피,204900000000,2049
426030,TIME 미국나스닥100액티브,코스피,1048700000000,10487
426150,WON 대한민국국고채액티브,코스피,53200000000,532
426330,KIWOOM 미국ETF산업STOXX,코스피,3100000000,31
427120,RISE AI플랫폼,코스피,5100000000,51
428510,KODEX 차이나AI테크액티브,코스피,41100000000,411
428560,KODEX 미국ETF산업Top10 Indxx,코스피,13100000000,131
429000,TIGER 미국S&P500배당귀족,코스피,154900000000,1549
429010,TIGER 미국나스닥넥스트100,코스피,8600000000,86
429740,PLUS K리츠,코스피,9200000000,92
429760,PLUS 미국S&P500,코스피,38700000000,387
